set_code,name,subtitle,variant,card_number,aspect,arena,card_type,rarity
SOR,Fighters for Freedom,,Standard,,,,,
SOR,First Legion Snowtrooper,,Standard,,,,,
SOR,First Legion Snowtrooper,,Standard Foil,,,,,
SOR,First Legion Snowtrooper,,Hyperspace,,,,,
SOR,First Legion Snowtrooper,,Hyperspace Foil,,,,,
SOR,Fleet Lieutenant,,Hyperspace Foil,,,,,
SOR,Fleet Lieutenant,,Standard,,,,,
SOR,Fleet Lieutenant,,Standard Foil,,,,,
SOR,Fleet Lieutenant,,Hyperspace,,,,,
SOR,For a Cause I Believe In,,Standard,,,,,
SOR,For a Cause I Believe In,,Hyperspace Foil,,,,,
SOR,For a Cause I Believe In,,Hyperspace,,,,,
SOR,For a Cause I Believe In,,Standard Foil,,,,,
SOR,Force Choke,,Hyperspace,,,,,
SOR,Force Choke,,Hyperspace Foil,,,,,
SOR,Force Choke,,Standard Foil,,,,,
SOR,Force Choke,,Standard,,,,,
SOR,Force Lightning,,Hyperspace,,,,,
SOR,Force Lightning,,Hyperspace Foil,,,,,
SOR,Force Lightning,,Standard,,,,,
SOR,Force Lightning,,Standard Foil,,,,,
SOR,Force Throw,,Standard,,,,,
SOR,Force Throw,,Standard Foil,,,,,
SOR,Force Throw,,Hyperspace Foil,,,,,
SOR,Force Throw,,Hyperspace,,,,,
SOR,Forced Surrender,,Hyperspace Foil,,,,,
SOR,Forced Surrender,,Hyperspace,,,,,
SOR,Forced Surrender,,Standard Foil,,,,,
SOR,Forced Surrender,,Standard,,,,,
SOR,Frontier AT-RT,,Standard,,,,,
SOR,Frontier AT-RT,,Hyperspace,,,,,
SOR,Frontier AT-RT,,Hyperspace Foil,,,,,
SOR,Frontier AT-RT,,Standard Foil,,,,,
SOR,Frontline Shuttle,,Hyperspace,,,,,
SOR,Frontline Shuttle,,Standard Foil,,,,,
SOR,Frontline Shuttle,,Hyperspace Foil,,,,,
SOR,Frontline Shuttle,,Standard,,,,,
SOR,Galactic Ambition,,Standard Foil,,,,,
SOR,Galactic Ambition,,Standard,,,,,
SOR,Galactic Ambition,,Hyperspace,,,,,
SOR,Galactic Ambition,,Hyperspace Foil,,,,,
SOR,Gamorrean Guards,,Standard,,,,,
SOR,Gamorrean Guards,,Standard Foil,,,,,
SOR,Gamorrean Guards,,Hyperspace Foil,,,,,
SOR,Gamorrean Guards,,Hyperspace,,,,,
SOR,General Dodonna,Massassi Group Commander,Standard,,,,,
SOR,General Dodonna,Massassi Group Commander,Standard Foil,,,,,
SOR,General Dodonna,Massassi Group Commander,Hyperspace,,,,,
SOR,General Dodonna,Massassi Group Commander,Hyperspace Foil,,,,,
SOR,General Krell,Heartless Tactician,Hyperspace,,,,,
SOR,General Krell,Heartless Tactician,Hyperspace Foil,,,,,
SOR,General Krell,Heartless Tactician,Standard Foil,,,,,
SOR,General Krell,Heartless Tactician,Standard,,,,,
SOR,General Tagge,Concerned Commander,Standard,,,,,
SOR,General Tagge,Concerned Commander,Hyperspace Foil,,,,,
SOR,General Tagge,Concerned Commander,Hyperspace,,,,,
SOR,General Tagge,Concerned Commander,Standard Foil,,,,,
SOR,General Veers,Blizzard Force Commander,Hyperspace Foil,,,,,
SOR,General Veers,Blizzard Force Commander,Standard Foil,,,,,
SOR,General Veers,Blizzard Force Commander,Hyperspace,,,,,
SOR,General Veers,Blizzard Force Commander,Standard,,,,,
SOR,Gideon Hask,Ruthless Loyalist,Hyperspace Foil,,,,,
SOR,Gideon Hask,Ruthless Loyalist,Standard,,,,,
SOR,Gideon Hask,Ruthless Loyalist,Standard Foil,,,,,
SOR,Gideon Hask,Ruthless Loyalist,Hyperspace,,,,,
SOR,Gladiator Star Destroyer,,Standard Foil,,,,,
SOR,Gladiator Star Destroyer,,Hyperspace,,,,,
SOR,Gladiator Star Destroyer,,Hyperspace Foil,,,,,
SOR,Gladiator Star Destroyer,,Standard,,,,,
SOR,Grand Admiral Thrawn,Patient and Insightful,Hyperspace,,,,,
SOR,Grand Admiral Thrawn,Patient and Insightful,Standard,,,,,
SOR,Grand Admiral Thrawn,Patient and Insightful,Showcase,,,,,
SOR,Grand Inquisitor,Hunting the Jedi,Hyperspace,,,,,
SOR,Grand Inquisitor,Hunting the Jedi,Showcase,,,,,
SOR,Grand Inquisitor,Hunting the Jedi,Standard,,,,,
SOR,Grand Moff Tarkin,Oversector Governor,Hyperspace,,,,,
SOR,Grand Moff Tarkin,Death Star Overseer,Standard,,,,,
SOR,Grand Moff Tarkin,Oversector Governor,Standard,,,,,
SOR,Grand Moff Tarkin,Oversector Governor,Showcase,,,,,
SOR,Grand Moff Tarkin,Death Star Overseer,Hyperspace,,,,,
SOR,Greedo,Slow on the Draw,Hyperspace,,,,,
SOR,Greedo,Slow on the Draw,Hyperspace Foil,,,,,
SOR,Greedo,Slow on the Draw,Standard Foil,,,,,
SOR,Greedo,Slow on the Draw,Standard,,,,,
SOR,Green Squadron A-Wing,,Standard Foil,,,,,
SOR,Green Squadron A-Wing,,Standard,,,,,
SOR,Green Squadron A-Wing,,Hyperspace Foil,,,,,
SOR,Green Squadron A-Wing,,Hyperspace,,,,,
SOR,Guardian of the Whills,,Standard Foil,,,,,
SOR,Guardian of the Whills,,Hyperspace,,,,,
SOR,Guardian of the Whills,,Hyperspace Foil,,,,,
SOR,Guardian of the Whills,,Standard,,,,,
SOR,Guerilla Attack Pod,,Hyperspace Foil,,,,,
SOR,Guerilla Attack Pod,,Standard Foil,,,,,
SOR,Guerilla Attack Pod,,Hyperspace,,,,,
SOR,Guerilla Attack Pod,,Standard,,,,,
SOR,Han Solo,Audacious Smuggler,Hyperspace,,,,,
SOR,Han Solo,Audacious Smuggler,Showcase,,,,,
SOR,Han Solo,Audacious Smuggler,Standard,,,,,
SOR,Han Solo,Reluctant Hero,Hyperspace Foil,,,,,
SOR,Han Solo,Reluctant Hero,Standard,,,,,
SOR,Han Solo,Reluctant Hero,Standard Foil,,,,,
SOR,Han Solo,Reluctant Hero,Hyperspace,,,,,
SOR,Hardpoint Heavy Blaster,,Hyperspace Foil,,,,,
SOR,Hardpoint Heavy Blaster,,Hyperspace,,,,,
SOR,Hardpoint Heavy Blaster,,Standard Foil,,,,,
SOR,Hardpoint Heavy Blaster,,Standard,,,,,
SOR,Hera Syndulla,Spectre Two,Standard,,,,,
SOR,Hera Syndulla,Spectre Two,Hyperspace,,,,,
SOR,Hera Syndulla,Spectre Two,Showcase,,,,,
SOR,Heroic Sacrifice,,Standard,,,,,
SOR,Heroic Sacrifice,,Hyperspace Foil,,,,,
SOR,Heroic Sacrifice,,Standard Foil,,,,,
SOR,Heroic Sacrifice,,Hyperspace,,,,,
SOR,Home One,Alliance Flagship,Hyperspace,,,,,
SOR,Home One,Alliance Flagship,Standard Foil,,,,,
SOR,Home One,Alliance Flagship,Hyperspace Foil,,,,,
SOR,Home One,Alliance Flagship,Standard,,,,,
SOR,Homestead Militia,,Hyperspace Foil,,,,,
SOR,Homestead Militia,,Hyperspace,,,,,
SOR,Homestead Militia,,Standard,,,,,
SOR,Homestead Militia,,Standard Foil,,,,,
SOR,I Am Your Father,,Hyperspace,,,,,
SOR,I Am Your Father,,Standard,,,,,
SOR,I Had No Choice,,Standard,,,,,
SOR,I Had No Choice,,Standard Foil,,,,,
SOR,I Had No Choice,,Hyperspace Foil,,,,,
SOR,I Had No Choice,,Hyperspace,,,,,
SOR,Iden Versio,Inferno Squad Commander,Standard,,,,,
SOR,Iden Versio,Inferno Squad Commander,Showcase,,,,,
SOR,Iden Versio,Inferno Squad Commander,Hyperspace,,,,,
SOR,IG-88,Ruthless Bounty Hunter,Hyperspace,,,,,
SOR,IG-88,Ruthless Bounty Hunter,Showcase,,,,,
SOR,IG-88,Ruthless Bounty Hunter,Standard,,,,,
SOR,Imperial Interceptor,,Standard Foil,,,,,
SOR,Imperial Interceptor,,Hyperspace Foil,,,,,
SOR,Imperial Interceptor,,Hyperspace,,,,,
SOR,Imperial Interceptor,,Standard,,,,,
SOR,Inferno Four,Unforgetting,Standard Foil,,,,,
SOR,Inferno Four,Unforgetting,Standard,,,,,
SOR,Inferno Four,Unforgetting,Hyperspace Foil,,,,,
SOR,Inferno Four,Unforgetting,Hyperspace,,,,,
SOR,Infiltrator's Skill,,Standard,,,,,
SOR,Infiltrator's Skill,,Standard Foil,,,,,
SOR,Infiltrator's Skill,,Hyperspace,,,,,
SOR,Infiltrator's Skill,,Hyperspace Foil,,,,,
SOR,ISB Agent,,Hyperspace,,,,,
SOR,ISB Agent,,Standard Foil,,,,,
SOR,ISB Agent,,Standard,,,,,
SOR,ISB Agent,,Hyperspace Foil,,,,,
SOR,It Binds All Things,,Standard Foil,,,,,
SOR,It Binds All Things,,Hyperspace,,,,,
SOR,It Binds All Things,,Hyperspace Foil,,,,,
SOR,It Binds All Things,,Standard,,,,,
SOR,Jabba the Hutt,Cunning Daimyo,Hyperspace Foil,,,,,
SOR,Jabba the Hutt,Cunning Daimyo,Standard Foil,,,,,
SOR,Jabba the Hutt,Cunning Daimyo,Hyperspace,,,,,
SOR,Jabba the Hutt,Cunning Daimyo,Standard,,,,,
SOR,Jawa Scavenger,,Hyperspace Foil,,,,,
SOR,Jawa Scavenger,,Standard,,,,,
SOR,Jawa Scavenger,,Hyperspace,,,,,
SOR,Jawa Scavenger,,Standard Foil,,,,,
SOR,Jedha Agitator,,Standard,,,,,
SOR,Jedha Agitator,,Standard Foil,,,,,
SOR,Jedha Agitator,,Hyperspace Foil,,,,,
SOR,Jedha Agitator,,Hyperspace,,,,,
SOR,Jedha City,,Standard,,,,,
SOR,Jedha City,,Hyperspace Foil,,,,,
SOR,Jedha City,,Hyperspace,,,,,
SOR,Jedha City,,Standard Foil,,,,,
SOR,Jedi Lightsaber,,Standard Foil,,,,,
SOR,Jedi Lightsaber,,Hyperspace Foil,,,,,
SOR,Jedi Lightsaber,,Hyperspace,,,,,
SOR,Jedi Lightsaber,,Standard,,,,,
SOR,Jyn Erso,Resisting Oppression,Standard,,,,,
SOR,Jyn Erso,Resisting Oppression,Showcase,,,,,
SOR,Jyn Erso,Resisting Oppression,Hyperspace,,,,,
SOR,K-2SO,Cassian's Counterpart,Hyperspace,,,,,
SOR,K-2SO,Cassian's Counterpart,Standard Foil,,,,,
SOR,K-2SO,Cassian's Counterpart,Hyperspace Foil,,,,,
SOR,K-2SO,Cassian's Counterpart,Standard,,,,,
SOR,Kanan Jarrus,Revealed Jedi,Hyperspace,,,,,
SOR,Kanan Jarrus,Revealed Jedi,Hyperspace Foil,,,,,
SOR,Kanan Jarrus,Revealed Jedi,Standard,,,,,
SOR,Kanan Jarrus,Revealed Jedi,Standard Foil,,,,,
SOR,Karabast,,Standard Foil,,,,,
SOR,Karabast,,Standard,,,,,
SOR,Karabast,,Hyperspace,,,,,
SOR,Karabast,,Hyperspace Foil,,,,,
SOR,Keep Fighting,,Hyperspace Foil,,,,,
SOR,Keep Fighting,,Standard,,,,,
SOR,Keep Fighting,,Standard Foil,,,,,
SOR,Keep Fighting,,Hyperspace,,,,,
SOR,Kestro City,,Standard,,,,,
SOR,Kestro City,,Hyperspace,,,,,
SOR,Lando Calrissian,Responsible Businessman,Standard Foil,,,,,
SOR,Lando Calrissian,Responsible Businessman,Hyperspace Foil,,,,,
SOR,Lando Calrissian,Responsible Businessman,Hyperspace,,,,,
SOR,Lando Calrissian,Responsible Businessman,Standard,,,,,
SOR,Leia Organa,Defiant Princess,Standard,,,,,
SOR,Leia Organa,Alliance General,Showcase,,,,,
SOR,Leia Organa,Defiant Princess,Hyperspace,,,,,
SOR,Leia Organa,Alliance General,Hyperspace,,,,,
SOR,Leia Organa,Alliance General,Standard,,,,,
SOR,Lieutenant Childsen,Death Star Prison Warden,Hyperspace Foil,,,,,
SOR,Lieutenant Childsen,Death Star Prison Warden,Standard Foil,,,,,
SOR,Lieutenant Childsen,Death Star Prison Warden,Standard,,,,,
SOR,Lieutenant Childsen,Death Star Prison Warden,Hyperspace,,,,,
SOR,Lothal Insurgent,,Standard,,,,,
SOR,Lothal Insurgent,,Hyperspace Foil,,,,,
SOR,Lothal Insurgent,,Hyperspace,,,,,
SOR,Lothal Insurgent,,Standard Foil,,,,,
SOR,Luke Skywalker,Jedi Knight,Hyperspace,,,,,
SOR,Luke Skywalker,Faithful Friend,Hyperspace,,,,,
SOR,Luke Skywalker,Faithful Friend,Standard,,,,,
SOR,Luke Skywalker,Jedi Knight,Hyperspace Foil,,,,,
SOR,Luke Skywalker,Jedi Knight,Standard,,,,,
SOR,Luke Skywalker,Jedi Knight,Standard Foil,,,,,
SOR,Luke's Lightsaber,,Hyperspace,,,,,
SOR,Luke's Lightsaber,,Standard,,,,,
SOR,Mace Windu,Party Crasher,Hyperspace,,,,,
SOR,Mace Windu,Party Crasher,Hyperspace Foil,,,,,
SOR,Mace Windu,Party Crasher,Standard,,,,,
SOR,Mace Windu,Party Crasher,Standard Foil,,,,,
SOR,Make an Opening,,Standard,,,,,
SOR,Make an Opening,,Standard Foil,,,,,
SOR,Make an Opening,,Hyperspace,,,,,
SOR,Make an Opening,,Hyperspace Foil,,,,,
SOR,Maximum Firepower,,Standard,,,,,
SOR,Maximum Firepower,,Standard Foil,,,,,
SOR,Maximum Firepower,,Hyperspace,,,,,
SOR,Maximum Firepower,,Hyperspace Foil,,,,,
SOR,Medal Ceremony,,Standard Foil,,,,,
SOR,Medal Ceremony,,Hyperspace Foil,,,,,
SOR,Medal Ceremony,,Standard,,,,,
SOR,Medal Ceremony,,Hyperspace,,,,,
SOR,Mercenary Company,,Hyperspace,,,,,
SOR,Mercenary Company,,Standard,,,,,
SOR,Mercenary Company,,Standard Foil,,,,,
SOR,Mercenary Company,,Hyperspace Foil,,,,,
SOR,Millennium Falcon,Piece of Junk,Hyperspace Foil,,,,,
SOR,Millennium Falcon,Piece of Junk,Standard Foil,,,,,
SOR,Millennium Falcon,Piece of Junk,Hyperspace,,,,,
SOR,Millennium Falcon,Piece of Junk,Standard,,,,,
SOR,Mining Guild TIE Fighter,,Standard,,,,,
SOR,Mining Guild TIE Fighter,,Hyperspace,,,,,
SOR,Mining Guild TIE Fighter,,Hyperspace Foil,,,,,
SOR,Mining Guild TIE Fighter,,Standard Foil,,,,,
SOR,Mission Briefing,,Standard Foil,,,,,
SOR,Mission Briefing,,Standard,,,,,
SOR,Mission Briefing,,Hyperspace Foil,,,,,
SOR,Mission Briefing,,Hyperspace,,,,,
SOR,Moment of Peace,,Standard Foil,,,,,
SOR,Moment of Peace,,Hyperspace,,,,,
SOR,Moment of Peace,,Hyperspace Foil,,,,,
SOR,Moment of Peace,,Standard,,,,,
SOR,Mon Mothma,Voice Of The Rebellion,Standard,,,,,
SOR,Mon Mothma,Voice Of The Rebellion,Hyperspace Foil,,,,,
SOR,Mon Mothma,Voice Of The Rebellion,Hyperspace,,,,,
SOR,Mon Mothma,Voice Of The Rebellion,Standard Foil,,,,,
SOR,No Good to Me Dead,,Hyperspace,,,,,
SOR,No Good to Me Dead,,Standard,,,,,
SOR,No Good to Me Dead,,Standard Foil,,,,,
SOR,No Good to Me Dead,,Hyperspace Foil,,,,,
SOR,Obi-Wan Kenobi,Following Fate,Standard Foil,,,,,
SOR,Obi-Wan Kenobi,Following Fate,Standard,,,,,
SOR,Obi-Wan Kenobi,Following Fate,Hyperspace Foil,,,,,
SOR,Obi-Wan Kenobi,Following Fate,Hyperspace,,,,,
SOR,Occupier Siege Tank,,Hyperspace Foil,,,,,
SOR,Occupier Siege Tank,,Standard Foil,,,,,
SOR,Occupier Siege Tank,,Hyperspace,,,,,
SOR,Occupier Siege Tank,,Standard,,,,,
SOR,Open Fire,,Hyperspace Foil,,,,,
SOR,Open Fire,,Standard Foil,,,,,
SOR,Open Fire,,Hyperspace,,,,,
SOR,Open Fire,,Standard,,,,,
SOR,Outer Rim Headhunter,,Hyperspace,,,,,
SOR,Outer Rim Headhunter,,Standard,,,,,
SOR,Outer Rim Headhunter,,Standard Foil,,,,,
SOR,Outer Rim Headhunter,,Hyperspace Foil,,,,,
SOR,Outmaneuver,,Hyperspace,,,,,
SOR,Outmaneuver,,Standard,,,,,
SOR,Outmaneuver,,Standard Foil,,,,,
SOR,Outmaneuver,,Hyperspace Foil,,,,,
SOR,Overwhelming Barrage,,Standard,,,,,
SOR,Overwhelming Barrage,,Standard Foil,,,,,
SOR,Overwhelming Barrage,,Hyperspace Foil,,,,,
SOR,Overwhelming Barrage,,Hyperspace,,,,,
SOR,Partisan Insurgent,,Standard Foil,,,,,
SOR,Partisan Insurgent,,Hyperspace,,,,,
SOR,Partisan Insurgent,,Hyperspace Foil,,,,,
SOR,Partisan Insurgent,,Standard,,,,,
SOR,Patrolling V-Wing,,Hyperspace Foil,,,,,
SOR,Patrolling V-Wing,,Standard Foil,,,,,
SOR,Patrolling V-Wing,,Hyperspace,,,,,
SOR,Patrolling V-Wing,,Standard,,,,,
SOR,Pirated Starfighter,,Standard Foil,,,,,
SOR,Pirated Starfighter,,Hyperspace Foil,,,,,
SOR,Pirated Starfighter,,Hyperspace,,,,,
SOR,Pirated Starfighter,,Standard,,,,,
SOR,Power Failure,,Standard,,,,,
SOR,Power Failure,,Standard Foil,,,,,
SOR,Power Failure,,Hyperspace Foil,,,,,
SOR,Power Failure,,Hyperspace,,,,,
SOR,Power of the Dark Side,,Hyperspace Foil,,,,,
SOR,Power of the Dark Side,,Standard,,,,,
SOR,Power of the Dark Side,,Standard Foil,,,,,
SOR,Power of the Dark Side,,Hyperspace,,,,,
SOR,Precision Fire,,Standard,,,,,
SOR,Precision Fire,,Hyperspace,,,,,
SOR,Precision Fire,,Standard Foil,,,,,
SOR,Precision Fire,,Hyperspace Foil,,,,,
SOR,Prepare for Takeoff,,Standard Foil,,,,,
SOR,Prepare for Takeoff,,Standard,,,,,
SOR,Prepare for Takeoff,,Hyperspace,,,,,
SOR,Prepare for Takeoff,,Hyperspace Foil,,,,,
SOR,Protector,,Standard,,,,,
SOR,Protector,,Hyperspace Foil,,,,,
SOR,Protector,,Hyperspace,,,,,
SOR,Protector,,Standard Foil,,,,,
SOR,R2-D2,Ignoring Protocol,Hyperspace,,,,,
SOR,R2-D2,Ignoring Protocol,Standard,,,,,
SOR,Rallying Cry,,Hyperspace Foil,,,,,
SOR,Rallying Cry,,Standard Foil,,,,,
SOR,Rallying Cry,,Standard,,,,,
SOR,Rallying Cry,,Hyperspace,,,,,
SOR,Rebel Assault,,Standard,,,,,
SOR,Rebel Assault,,Hyperspace,,,,,
SOR,Rebel Assault,,Standard Foil,,,,,
SOR,Rebel Assault,,Hyperspace Foil,,,,,
SOR,Rebel Pathfinder,,Hyperspace,,,,,
SOR,Rebel Pathfinder,,Standard,,,,,
SOR,Rebel Pathfinder,,Hyperspace Foil,,,,,
SOR,Rebel Pathfinder,,Standard Foil,,,,,
SOR,Recruit,,Standard Foil,,,,,
SOR,Recruit,,Hyperspace,,,,,
SOR,Recruit,,Standard,,,,,
SOR,Recruit,,Hyperspace Foil,,,,,
SOR,Red Three,Unstoppable,Standard,,,,,
SOR,Red Three,Unstoppable,Standard Foil,,,,,
SOR,Red Three,Unstoppable,Hyperspace,,,,,
SOR,Red Three,Unstoppable,Hyperspace Foil,,,,,
SOR,Redemption,Medical Frigate,Standard,,,,,
SOR,Redemption,Medical Frigate,Hyperspace,,,,,
SOR,Redemption,Medical Frigate,Hyperspace Foil,,,,,
SOR,Redemption,Medical Frigate,Standard Foil,,,,,
SOR,Regional Governor,,Standard,,,,,
SOR,Regional Governor,,Standard Foil,,,,,
SOR,Regional Governor,,Hyperspace Foil,,,,,
SOR,Regional Governor,,Hyperspace,,,,,
SOR,Regional Sympathizers,,Hyperspace,,,,,
SOR,Regional Sympathizers,,Standard Foil,,,,,
SOR,Regional Sympathizers,,Hyperspace Foil,,,,,
SOR,Regional Sympathizers,,Standard,,,,,
SOR,Reinforcement Walker,,Standard Foil,,,,,
SOR,Reinforcement Walker,,Hyperspace,,,,,
SOR,Reinforcement Walker,,Hyperspace Foil,,,,,
SOR,Reinforcement Walker,,Standard,,,,,
SOR,Relentless,Konstantine's Folly,Standard Foil,,,,,
SOR,Relentless,Konstantine's Folly,Hyperspace Foil,,,,,
SOR,Relentless,Konstantine's Folly,Hyperspace,,,,,
SOR,Relentless,Konstantine's Folly,Standard,,,,,
SOR,Repair,,Hyperspace Foil,,,,,
SOR,Repair,,Standard Foil,,,,,
SOR,Repair,,Hyperspace,,,,,
SOR,Repair,,Standard,,,,,
SOR,Resilient,,Hyperspace Foil,,,,,
SOR,Resilient,,Hyperspace,,,,,
SOR,Resilient,,Standard Foil,,,,,
SOR,Resilient,,Standard,,,,,
SOR,Restock,,Hyperspace,,,,,
SOR,Restock,,Standard Foil,,,,,
SOR,Restock,,Hyperspace Foil,,,,,
SOR,Restock,,Standard,,,,,
SOR,Restored ARC-170,,Hyperspace Foil,,,,,
SOR,Restored ARC-170,,Hyperspace,,,,,
SOR,Restored ARC-170,,Standard Foil,,,,,
SOR,Restored ARC-170,,Standard,,,,,
SOR,Resupply,,Hyperspace Foil,,,,,
SOR,Resupply,,Hyperspace,,,,,
SOR,Resupply,,Standard,,,,,
SOR,Resupply,,Standard Foil,,,,,
SOR,Rogue Operative,,Hyperspace Foil,,,,,
SOR,Rogue Operative,,Standard Foil,,,,,
SOR,Rogue Operative,,Standard,,,,,
SOR,Rogue Operative,,Hyperspace,,,,,
SOR,Rogue Squadron Skirmisher,,Hyperspace Foil,,,,,
SOR,Rogue Squadron Skirmisher,,Standard,,,,,
SOR,Rogue Squadron Skirmisher,,Standard Foil,,,,,
SOR,Rogue Squadron Skirmisher,,Hyperspace,,,,,
SOR,Rugged Survivors,,Hyperspace Foil,,,,,
SOR,Rugged Survivors,,Standard,,,,,
SOR,Rugged Survivors,,Standard Foil,,,,,
SOR,Rugged Survivors,,Hyperspace,,,,,
SOR,Rukh,Thrawn's Assassin,Hyperspace Foil,,,,,
SOR,Rukh,Thrawn's Assassin,Hyperspace,,,,,
SOR,Rukh,Thrawn's Assassin,Standard,,,,,
SOR,Rukh,Thrawn's Assassin,Standard Foil,,,,,
SOR,Ruthless Raider,,Standard,,,,,
SOR,Ruthless Raider,,Standard Foil,,,,,
SOR,Ruthless Raider,,Hyperspace,,,,,
SOR,Ruthless Raider,,Hyperspace Foil,,,,,
SOR,Sabine Wren,Explosives Artist,Hyperspace,,,,,
SOR,Sabine Wren,Galvanized Revolutionary,Hyperspace,,,,,
SOR,Sabine Wren,Galvanized Revolutionary,Showcase,,,,,
SOR,Sabine Wren,Galvanized Revolutionary,Standard,,,,,
SOR,Sabine Wren,Explosives Artist,Standard,,,,,
SOR,Sabine Wren,Explosives Artist,Hyperspace Foil,,,,,
SOR,Sabine Wren,Explosives Artist,Standard Foil,,,,,
SOR,Saw Gerrera,Extremist,Standard Foil,,,,,
SOR,Saw Gerrera,Extremist,Hyperspace,,,,,
SOR,Saw Gerrera,Extremist,Hyperspace Foil,,,,,
SOR,Saw Gerrera,Extremist,Standard,,,,,
SOR,Scout Bike Pursuer,,Standard Foil,,,,,
SOR,Scout Bike Pursuer,,Standard,,,,,
SOR,Scout Bike Pursuer,,Hyperspace,,,,,
SOR,Scout Bike Pursuer,,Hyperspace Foil,,,,,
SOR,Search Your Feelings,,Standard,,,,,
SOR,Search Your Feelings,,Hyperspace,,,,,
SOR,Search Your Feelings,,Standard Foil,,,,,
SOR,Search Your Feelings,,Hyperspace Foil,,,,,
SOR,Seasoned Shoretrooper,,Hyperspace,,,,,
SOR,Seasoned Shoretrooper,,Hyperspace Foil,,,,,
SOR,Seasoned Shoretrooper,,Standard,,,,,
SOR,Seasoned Shoretrooper,,Standard Foil,,,,,
SOR,Security Complex,,Standard Foil,,,,,
SOR,Security Complex,,Standard,,,,,
SOR,Security Complex,,Hyperspace Foil,,,,,
SOR,Security Complex,,Hyperspace,,,,,
SOR,Seventh Fleet Defender,,Standard,,,,,
SOR,Seventh Fleet Defender,,Hyperspace,,,,,
SOR,Seventh Fleet Defender,,Standard Foil,,,,,
SOR,Seventh Fleet Defender,,Hyperspace Foil,,,,,
SOR,Seventh Sister,Implacable Inquisitor,Hyperspace Foil,,,,,
SOR,Seventh Sister,Implacable Inquisitor,Hyperspace,,,,,
SOR,Seventh Sister,Implacable Inquisitor,Standard Foil,,,,,
SOR,Seventh Sister,Implacable Inquisitor,Standard,,,,,
SOR,Shoot First,,Standard Foil,,,,,
SOR,Shoot First,,Hyperspace,,,,,
SOR,Shoot First,,Hyperspace Foil,,,,,
SOR,Shoot First,,Standard,,,,,
SOR,Smoke and Cinders,,Standard,,,,,
SOR,Smoke and Cinders,,Hyperspace,,,,,
SOR,Smoke and Cinders,,Hyperspace Foil,,,,,
SOR,Smoke and Cinders,,Standard Foil,,,,,
SOR,Smuggling Compartment,,Standard,,,,,
SOR,Smuggling Compartment,,Hyperspace,,,,,
SOR,Smuggling Compartment,,Hyperspace Foil,,,,,
SOR,Smuggling Compartment,,Standard Foil,,,,,
SOR,Snapshot Reflexes,,Standard,,,,,
SOR,Snapshot Reflexes,,Standard Foil,,,,,
SOR,Snapshot Reflexes,,Hyperspace,,,,,
SOR,Snapshot Reflexes,,Hyperspace Foil,,,,,
SOR,Sneak Attack,,Hyperspace,,,,,
SOR,Sneak Attack,,Standard,,,,,
SOR,Sneak Attack,,Hyperspace Foil,,,,,
SOR,Sneak Attack,,Standard Foil,,,,,
SOR,Snowspeeder,,Standard Foil,,,,,
SOR,Snowspeeder,,Standard,,,,,
SOR,Snowspeeder,,Hyperspace Foil,,,,,
SOR,Snowspeeder,,Hyperspace,,,,,
SOR,Snowtrooper Lieutenant,,Hyperspace,,,,,
SOR,Snowtrooper Lieutenant,,Standard Foil,,,,,
SOR,Snowtrooper Lieutenant,,Standard,,,,,
SOR,Snowtrooper Lieutenant,,Hyperspace Foil,,,,,
SOR,Spark of Rebellion,,Standard,,,,,
SOR,Spark of Rebellion,,Hyperspace,,,,,
SOR,Spark of Rebellion,,Standard Foil,,,,,
SOR,Spark of Rebellion,,Hyperspace Foil,,,,,
SOR,SpecForce Soldier,,Hyperspace Foil,,,,,
SOR,SpecForce Soldier,,Hyperspace,,,,,
SOR,SpecForce Soldier,,Standard Foil,,,,,
SOR,SpecForce Soldier,,Standard,,,,,
SOR,Star Wing Scout,,Hyperspace,,,,,
SOR,Star Wing Scout,,Standard Foil,,,,,
SOR,Star Wing Scout,,Hyperspace Foil,,,,,
SOR,Star Wing Scout,,Standard,,,,,
SOR,Steadfast Battalion,,Standard,,,,,
SOR,Steadfast Battalion,,Hyperspace Foil,,,,,
SOR,Steadfast Battalion,,Standard Foil,,,,,
SOR,Steadfast Battalion,,Hyperspace,,,,,
SOR,Strafing Gunship,,Hyperspace,,,,,
SOR,Strafing Gunship,,Hyperspace Foil,,,,,
SOR,Strafing Gunship,,Standard,,,,,
SOR,Strafing Gunship,,Standard Foil,,,,,
SOR,Strike True,,Standard,,,,,
SOR,Strike True,,Hyperspace Foil,,,,,
SOR,Strike True,,Hyperspace,,,,,
SOR,Strike True,,Standard Foil,,,,,
SOR,Superlaser Blast,,Standard,233,Vigilance|Villainy,-,Event,Rare
SOR,Superlaser Blast,,Hyperspace,,,,,
SOR,Superlaser Blast,,Hyperspace Foil,,,,,
SOR,Superlaser Blast,,Standard Foil,,,,,
SOR,Superlaser Technician,,Hyperspace,,,,,
SOR,Superlaser Technician,,Standard,,,,,
SOR,Superlaser Technician,,Hyperspace Foil,,,,,
SOR,Superlaser Technician,,Standard Foil,,,,,
SOR,Surprise Strike,,Standard Foil,,,,,
SOR,Surprise Strike,,Standard,,,,,
SOR,Surprise Strike,,Hyperspace,,,,,
SOR,Surprise Strike,,Hyperspace Foil,,,,,
